BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
107270050RR0001	DUNDAS STREET CENTRE, UNITED CHURCH	Registered	1967-01-01		C	44	482 DUNDAS ST	LONDON	ON	CA	N6B1W6	
107270068RR0001	DUNDAS STREET UNITED CHURCH	Registered	1967-01-01		C	44	285 DUNDAS ST	WOODSTOCK	ON	CA	N4S1B3	
879787513RR0001	DUNDAS VALLEY FOUNDATION	Registered	2001-08-14		A	05	324 DELANCEY BLVD	HAMILTON	ON	CA	L9B2B4	
118889476RR0001	DUNDAS VALLEY ORCHESTRA	Registered	1980-01-01		C	22	PO BOX 65587 RPO DUNDAS	DUNDAS	ON	CA	L9H6Y6	
118889484RR0001	DUNDAS VALLEY SCHOOL OF ART	Registered	1967-01-01		C	22	21 OGILVIE ST	DUNDAS	ON	CA	L9H2S1	
889926267RR0001	DUNEDIN PRESBYTERIAN CHURCH,	Registered	1967-01-01		C	37	8933 COUNTY ROAD 9, RR #4	CREEMORE	ON	CA	L0M1G0	
892584863RR0001	DUNGANNON UNION PASTORAL CHARGE	Registered	1967-01-01		C	44	60 SOUTHAMPTON ST             RR 1	DUNGANNON	ON	CA	N0M1R0	
889494845RR0001	DUNINGTON GRUBB FOUNDATION	Registered	1967-01-01		C	50	15 - 260 DEER RIDGE DR	KITCHENER	ON	CA	N2P2M3	
137412532RR0001	DUNLACE CHILDREN'S CENTRE - NORTH YORK	Registered	1992-07-01		C	20	20 DUNLACE DRIVE	NORTH YORK	ON	CA	M2L1S1	
107270308RR0001	DUNLOP UNITED CHURCH	Registered	1967-01-01		C	44	757 ROSEDALE AVENUE	SARNIA	ON	CA	N7V1Z8	
108099771RR0042	DUNN ANGLICAN PARISH	Registered	1967-01-01		C	30	113 PORT MAITLAND RD., R.R.7	DUNNVILLE	ON	CA	N1A2W6	
888751450RR0001	DUNNVILLE AGRICULTURAL SOCIETY	Registered	1997-11-01		C	56	PO BOX 181	DUNNVILLE	ON	CA	N1A2X5	
871631701RR0001	DUNNVILLE CANADIAN REFORMED CHURCH	Registered	2003-11-03		C	39	65050 MARSHAGAN ROAD	DUNNVILLE	ON	CA	N1A2W2	
107270415RR0001	DUNNVILLE CHRISTIAN SCHOOL SOCIETY	Registered	1967-01-01		C	20	37 ROBINSON RD.               R.R. #1	DUNNVILLE	ON	CA	N1A2W1	
118889674RR0001	DUNNVILLE FREE METHODIST CHURCH	Registered	1967-01-01		C	39	181 CROSS ST EAST	DUNNVILLE	ON	CA	N1A1B7	
854261922RR0001	DUNNVILLE HEALTH CENTRE VOLUNTEER ASSOCIATION	Registered	1967-01-01		C	19	206 JOHN STREET	DUNNVILLE	ON	CA	N1A2P7	
886092816RR0001	DUNNVILLE HORTICULTURAL SOCIETY	Registered	2001-01-01		C	56	PO BOX 274	DUNNVILLE	ON	CA	N1A2X5	
118889690RR0001	DUNNVILLE HOSPITAL & HEALTHCARE FOUNDATION	Registered	1975-12-01		A	13	322 BROAD ST W	DUNNVILLE	ON	CA	N1A1T1	
892875568RR0001	DUNNVILLE WORD OF FAITH FELLOWSHIP	Registered	1995-05-01		C	47	910 JOHN STREET	DUNNVILLE	ON	CA	N1A2R8	
107270472RR0001	DUNNVILLE YOUTH IMPACT INC.	Registered	1983-01-01		C	09	215 CHESTNUT STREET	DUNNVILLE	ON	CA	N1A2H2	
129101382RR0001	DUNSFORD COMMUNITY CENTRE INC,	Registered	1988-11-01		C	56	PO BOX 111	DUNSFORD	ON	CA	K0M1L0	
118889757RR0001	DUNSFORD UNITED CHURCH	Registered	1970-01-01		C	44	1981 STURGEON ROAD	DUNSFORD	ON	CA	K0M1L0	
125306712RR0001	DUNTROON DAYCARE	Registered	1990-01-01		C	20	BOX 74	DUNTROON	ON	CA	L0M1H0	
132146606RR0001	DUNWICH PASTORAL CHARGE,	Registered	1967-01-01		C	44	224 NANCY STREET	DUTTON	ON	CA	N0L1J0	
889860748RR0001	DURHAM AGRICULTURAL SOCIETY	Registered	1998-01-01		C	56	P.O. BOX 292	DURHAM	ON	CA	N0G1R0	
873034797RR0001	DURHAM AND COMMUNITY HEALTH CARE FOUNDATION INC.	Registered	1998-01-01		C	13	368 COLLEGE ST NORTH          P.O. BOX 1407	DURHAM	ON	CA	N0G1R0	
860329689RR0001	DURHAM AND DISTRICT FOODBANK	Registered	2002-09-17		C	09	P.O. BOX 911	DURHAM	ON	CA	N0G1R0	
107270878RR0001	DURHAM ART GALLERY	Registered	1981-01-01		C	50	BOX 1021                      251 GEORGE STREET EAST	DURHAM	ON	CA	N0G1R0	
118889815RR0001	DURHAM ASSOCIATION FOR FAMILY RESPITE SERVICES	Registered	1982-04-01		C	01	20-850 KING STREET WEST	OSHAWA	ON	CA	L1J8N5	
118889823RR0001	DURHAM BAPTIST CHURCH INC.	Registered	1967-01-01		C	31	106 ELGIN STREET              PO BOX 23	DURHAM	ON	CA	N0G1R0	
107271207RR0001	DURHAM CATHOLIC DISTRICT SCHOOL BOARD	Registered	1996-01-01		C	20	650 ROSSLAND RD WEST	OSHAWA	ON	CA	L1J7C4	
854260940RR0001	DURHAM CHILDREN'S AID FOUNDATION	Registered	2004-06-23		A	03	1320 AIRPORT BLVD	OSHAWA	ON	CA	L1H7K4	
129476404RR0001	DURHAM CHILDREN'S AID SOCIETY	Registered	1967-01-01		C	01	1320 AIRPORT BLVD.	OSHAWA	ON	CA	L1H7K4	
894133404RR0001	DURHAM CHRISTIAN FELLOWSHIP INC.	Registered	1992-10-01		C	39	1439 PARKHAM CRES	PICKERING	ON	CA	L1W1B7	
107270944RR0001	DURHAM CHRISTIAN HIGH SCHOOL	Registered	1967-01-01		C	20	340 WEST SCUGOG LANE	BOWMANVILLE	ON	CA	L1C3K2	
804958692RR0001	DURHAM CHURCH NETWORK	Registered	1998-01-01		C	39	15 HARMONY RD N	OSHAWA	ON	CA	L1G6K8	
107270969RR0001	DURHAM COLLEGE OF APPLIED ARTS & TECHNOLOGY	Registered	1967-01-01		C	20	P.O. BOX 385                  2000 SIMCOE ST N	OSHAWA	ON	CA	L1H7L7	
893054247RR0001	DURHAM COUNCIL FOR THE ARTS	Registered	1987-09-01		C	22	236 SHERWOOD COURT	OSHAWA	ON	CA	L1G6R8	
119070696RR0001	DURHAM DEAF SERVICES INC.	Registered	1981-06-01		C	09	750 KING ST. EAST	OSHAWA	ON	CA	L1H1G9	
890572340RR0001	DURHAM DELIVERANCE TEMPLE (APOSTOLIC) INC.	Registered	1991-01-01		C	39	3675 COCHRANCE STREET	WHITBY	ON	CA	L1R2T2	
891444572RR0001	DURHAM DOWN'S SYNDROME ASSOCIATION	Registered	1988-01-01		C	11	PO BOX 231	WHITBY	ON	CA	L1N5S1	
892545963RR0001	DURHAM EAST 4-H COUNCIL	Registered	1996-01-01		C	29	2574 CONCESSION RD 7	BOWMANVILLE	ON	CA	L1C3K2	
130196306RR0001	DURHAM FAMILY COURT CLINIC	Registered	1996-04-01		C	59	201-44 RICHMOND ST W	OSHAWA	ON	CA	L1G1C7	
892944166RR0001	DURHAM FARM AND RURAL FAMILY RESOURCES	Registered	1995-04-01		C	09	PO BOX 176	UXBRIDGE	ON	CA	L9P1M7	
887788867RR0001	DURHAM FULL GOSPEL CHURCH	Registered	1979-08-30		C	39	419 BROCK ST. N.	WHITBY	ON	CA	L1N4H8	
138083209RR0001	DURHAM HOSPICE	Registered	1991-04-01		C	11	201-1650 DUNDAS ST EAST	WHITBY	ON	CA	L1N2K8	
890865348RR0001	DURHAM KOREAN CHURCH	Registered	2017-09-27		C	39	79 WILLOWBROOK DR	WHITBY	ON	CA	L1R2A8	
108206111RR0001	DURHAM MENTAL HEALTH SERVICES	Registered	1998-05-28		C	01	519 BROCK ST S	WHITBY	ON	CA	L1N4K8	
871251443RR0001	DURHAM MENTAL HEALTH SERVICES FOUNDATION	Registered	1999-03-03		A	03	519 BROCK ST S	WHITBY	ON	CA	L1N4K8	
135231124RR0001	DURHAM OUTLOOK FOR THE NEEDY	Registered	1990-07-13		C	09	51 KING STREET	OSHAWA	ON	CA	L1H1B4	
885717744RR0001	DURHAM PHILHARMONIC CHOIR	Registered	1997-01-20		C	22	1154 NORTHBRIDGE ST	OSHAWA	ON	CA	L1G3P5	
107271108RR0001	DURHAM PRESBYTERIAN CHURCH	Registered	1989-03-04		C	37	BOX 256	DURHAM	ON	CA	N0G1R0	
897208914RR0001	DURHAM REGION ASSOCIATION FOR COMMUNITY LIVING FOUNDATION	Registered	2002-04-01		A	03	947 ADELAIDE STREET EAST	OSHAWA	ON	CA	L1G7L3	
839972924RR0001	DURHAM REGION CRITICAL INCIDENT STRESS SUPPORT TEAM	Registered	2006-09-01		C	09	8 - 1228 RITSON RD N          SUITE #101	OSHAWA	ON	CA	L1G8B2	
872364609RR0001	DURHAM REGION MINISTRIES	Registered	2004-03-01		C	39	250 TAUNTON ROAD EAST         SUITE 3014	OSHAWA	ON	CA	L1G7T1	
891307548RR0001	DURHAM REGION REFORM SYNAGOGUE	Registered	1994-08-05		C	42	360 WATSON STREET, W.         SUITE 105	WHITBY	ON	CA	L1N9G2	
136481033RR0001	DURHAM REGION UNEMPLOYED HELP CENTRE	Registered	1984-04-01		C	09	272 KING STREET EAST	OSHAWA	ON	CA	L1H1C8	
892061540RR0001	DURHAM REGIONAL CRIME STOPPERS INC	Registered	1989-12-21		C	59	85 SAMAC TRAIL	OSHAWA	ON	CA	L1G7W1	
118889971RR0001	DURHAM THERAPEUTIC RIDING ASSOCIATION	Registered	1983-05-01		C	59	404 PEEL STREET	WHITBY	ON	CA	L1N3Y4	
896468303RR0001	DURHAM WARM WATER AQUATIC PROGRAM (DWWAP)	Registered	2004-03-24		C	11	PO BOX 10042                  910 DUNDAS STREET WEST	WHITBY	ON	CA	L1P1P7	
863455903RR0001	DURHAM WEST ARTS CENTRE	Registered	2004-09-30		C	22	PO BOX 667	PICKERING	ON	CA	L1V3T3	
802664672RR0001	DURHAM WEST ARTS CENTRE FOUNDATION	Registered	2006-08-01		A	05	P.O. BOX 267	PICKERING	ON	CA	L1V2R4	
826484479RR0001	DURHAM YOUTH HOUSING AND SUPPORT SERVICES	Registered	2005-10-13		C	09	82 KINGS CRESCENT	AJAX	ON	CA	L1S2M6	
864503552RR0001	DURHAM YOUTH ORCHESTRA	Registered	2004-02-10		C	22	168 GLADSTONE AVE.	OSHAWA	ON	CA	L1J4E7	
889599908RR0001	DUSK DANCE INC.	Registered	2005-11-28		C	22	84 ASHBURNHAM ROAD	TORONTO	ON	CA	M6H2K5	
118890011RR0001	DUTCH HERITAGE VILLA INC.	Registered	1986-01-01		C	01	480 ELLIOT AVENUE             BOX 104	KINGSTON	ON	CA	K7K6J9	
890663545RR0001	DUTCH LANGUAGE PROGRAM OTTAWA	Registered	1991-07-02		C	21	6434 BEAUSEJOUR DR	ORLEANS	ON	CA	K1C4W3	
134847698RR0001	DUTTON & DISTRICT LIONS NON-PROFIT HOUSING INC	Registered	1993-01-01		C	01	1 LIONS RD	DUTTON	ON	CA	N0L1J0	
118890037RR0001	DUTTON BAPTIST CHURCH	Registered	1967-01-01		C	31	218 MILLER RD	DUTTON	ON	CA	N0L1J0	
107271405RR0001	DUTTON CO-OPERATIVE CHILD CARE CENTRE INC.	Registered	1979-01-01		C	01	3 LIONS RD	DUTTON	ON	CA	N0L1J0	
827091729RR0001	DVS FOUNDATION	Registered	2007-01-19		A	03	710-360 BELL STREET SOUTH	OTTAWA	ON	CA	K1S5E8	
877973362RR0001	DWIGHT FRIENDS OF THE LIBRARY	Registered	1997-11-28		C	59	P.O. BOX 172	DWIGHT	ON	CA	P0A1H0	
875245102RR0001	DYANA AFGHAN WOMEN'S FUND	Registered	2006-03-17		C	29	SUITE 204 60 ST CLAIR AVE E	TORONTO	ON	CA	M4T1N5	
889920799RR0001	DYNAMIC YOUTH MINISTRIES	Registered	1990-11-01		C	49	PO BOX 1100	NORWICH	ON	CA	N0J1P0	
868336751RR0001	DYSTROPHIC EPIDERMOLYSIS BULLOSA RESEARCH ASSOCIATION OF CANADA (DEBRA CANADA)	Registered	1999-01-01		C	19	1500 UPPER MIDDLE ROAD UNIT 3 PO 76035	OAKVILLE	ON	CA	L6M3H5	
888841590RR0001	E C HUTCHINSON MEMORIAL SCHOLARSHIP FUND	Registered	1993-03-01		B	25	235 AMY CROFT DRIVE	TECUMSEH	ON	CA	N9K1C8	
891583197RR0001	E E S S ALUMNI EDUCATION FOUNDATION	Registered	1991-07-01		C	21	362 TALBOT ST. W.	AYLMER	ON	CA	N5H1K6	
118896596RR0001	E. & G. ODETTE FOUNDATION	Registered	1975-11-26		B	03	609 - 1 ST CLAIR AVE E	TORONTO	ON	CA	M4T2V7	
139158042RR0001	E.C.A. MINISTERIAL FELLOWSHIP OF CANADA	Registered	1989-01-01		C	20	715 ST. LAURENT BLVD	OTTAWA	ON	CA	K1K3A6	
118897917RR0001	E.L. MARTIN ASSISTANCE FUND	Registered	1987-12-05		B	05	101 - 109 PRINCESS ST	KINGSTON	ON	CA	K7L1A8	
118904630RR0001	E.W. BICKLE FOUNDATION	Registered	1967-01-01		B	03	SCOTIA PLAZA BOX 105          4802-40 KING ST W	TORONTO	ON	CA	M5H3Y2	
118904663RR0001	E.W.R. STEACIE MEMORIAL FUND	Registered	1967-01-01		A	25	NATIONAL RESEARCH COUNCIL OF	OTTAWA	ON	CA	K1A0R6	
731159299RR0001	Eagle Christian Fellowship of Canada	Registered	2017-01-01		C	22	73 RIDGECREST DR	SCARBOROUGH	ON	CA	M1W4A3	
823835269RR0001	Eagle Street Christian Fellowship	Registered	2010-01-28		C	39	950 EAGLE STREET NORTH	CAMBRIDGE	ON	CA	N3H1C4	
823043468RR0001	Eagle Wings International Ministries	Registered	2011-01-01		C	39	2313 GLANDRIEL CRES	ORLEANS	ON	CA	K4A4S8	
858505944RR0001	Eagle Worldwide Community Enrichment	Registered	2013-04-04		C	09	P.O. BOX 39	COPETOWN	ON	CA	L0R1J0	
802956110RR0001	Eagles Gathering Ministries International	Registered	2011-08-12		C	39	142 MAJOR WN SHARPE DR	BRAMPTON	ON	CA	L6X3Y1	
893232280RR0001	Early Beginnings Multicultural Child Development Centre of Ottawa-Carleton	Registered	2017-03-13		C	01	11 NADOLNY SACHS PRIVATE	OTTAWA	ON	CA	K2A1R9	
846279693RR0001	East Africa Education Trust	Registered	2009-06-30		B	25	23 MARY STREET	PERTH	ON	CA	K7H2X1	
806578407RR0001	East Brampton Baptist Church	Registered	2011-05-31		C	39	P O BOX 68523 GREAT LAKES P.O.	BRAMPTON	ON	CA	L6R0J8	
119288918RR1481	East Congregation of Jehovah's Witnesses, Kemptville, Ontario	Registered	2009-03-09		C	61	24 D'ARCYS WAY                RR 3	KEMPTVILLE	ON	CA	K0G1J0	
119288918RR1677	East Iloko Congregation of Jehovah's Witnesses, Toronto, Ontario	Registered	2016-01-01		C	61	256 EGLINTON AVE W	TORONTO	ON	CA	M4R1B2	
889766044RR0001	East London Church of Christ	Registered	1989-01-01		C	39	248 GREY STREET	LONDON	ON	CA	N6B1G5	
118891514RR0001	East Wellington Community Services Inc.	Registered	1984-06-22		C	59	PO BOX 786	ERIN	ON	CA	N0B1T0	
850870155RR0001	East Wellington Family Health Team	Registered	2007-12-21		C	11	6 THOMPSON CRES, UNIT 1	ERIN	ON	CA	N0B1T0	
129031118RR0001	Easter Seals Canada Timbres de Pâques Canada	Registered	1967-01-01		C	11	40 HOLLY STREET               SUITE 401	TORONTO	ON	CA	M4S3C3	
801480203RR0001	Eastern Chinatown Chinese Christian Church	Registered	2011-10-05		C	39	607 GERRARD ST.E.             PO BOX 75507	TORONTO	ON	CA	M4M1Y2	
108148263RR0006	Eastern Eparchy of the Ukrainian Orthodox Church of Canada	Registered	1998-10-01		C	39	3281 CINDY CRESCENT	MISSISSAUGA	ON	CA	L4Y3J7	
118890821RR0001	Eastern Ontario Emergency Training Academy	Registered	1984-06-11		C	55	P.O. BOX 460	NORWOOD	ON	CA	K0L2V0	
829332816RR0001	Eastern Ontario Leadership Seminars	Registered	2008-12-19		C	29	43 HIGHCROFT RD	TORONTO	ON	CA	M4L3G3	
761874320RR0001	Eastern Ontario Potcake Rescue	Registered	2017-04-18		B	54	1452 LAROSE AVE	OTTAWA	ON	CA	K1Z7X8	
889236907RR0001	Eastern Ontarion Regional Laboratory Association Inc/Association de laboratoires regionaux de l'est de l'Ontario inc.	Registered	2012-04-01		C	11	501 SMYTH ROAD	OTTAWA	ON	CA	K1H8L6	
835616574RR0001	Eastside Baptist Church	Registered	2014-04-22		C	31	10-9275 MARKHAM ROAD          SUITE 333	MARKHAM	ON	CA	L6E0H9	
813012325RR0001	Eben-ezer Christian School	Registered	2015-08-01		C	20	4160 FLY RD	CAMPDEN	ON	CA	L0R1G0	
721656122RR0001	Echelon Donor Advised Foundation	Registered	2017-04-26		B	03	2500 - 130 KING ST W	TORONTO	ON	CA	M5X2A2	
727943490RR0001	Echelon Foundation	Registered	2017-04-11		B	03	130 KING STREET WEST, SUITE 25	TORONTO	ON	CA	M5X2A2	
856745294RR0001	Ecoequitable inc.	Registered	2008-09-04		C	59	404 MCARTHUR AVENUE	OTTAWA	ON	CA	K1K1G8	
888609963RR0001	Ecomusée de Hearst et de la région	Registered	2010-06-24		C	50	PO BOX 1329	HEARST	ON	CA	P0L1N0	
800986267RR0001	Economic Development Solutions International	Registered	2015-02-13		C	09	54 CHESTER AVE	TORONTO	ON	CA	M4K2Z9	
725827729RR0001	EcoSchools Canada	Registered	2017-09-01		C	21	720 BATHURST STREET #206	TORONTO	ON	CA	M5S2R4	
747283893RR0001	Ed & Wilma de Boer Foundation	Registered	2016-10-24		B	03	20 AUTUMN CIRCLE	LIMEHOUSE	ON	CA	L0P1H0	
810933036RR0001	Eddie Cemetery	Registered	2014-03-07		C	59	214 APPIN RD	GLENCOE	ON	CA	N0L1M0	
816456669RR0001	Eden Church Cemetery Inc.	Registered	2010-09-13		C	59	3 MCDONAGH DRIVE,	LINDSAY	ON	CA	K9V5A9	
822360210RR0001	Edith and Gordon Benson Foundation	Registered	2008-11-26		A	59	574 MAITLAND STREET	LONDON	ON	CA	N6B2Z7	
821175270RR0001	Educate the Children	Registered	2008-11-14		C	20	3 ROSTHERNE CRES.	LONDON	ON	CA	N6E1Y3	
809632607RR0001	Education 4 Change	Registered	2016-04-01		C	20	468 ALBERT ST                 PO BOX 28035	WATERLOO	ON	CA	N2L3V4	
825855893RR0001	Educational Foundation for Children'S Care Canada	Registered	2009-06-11		C	09	31 COOMER CRESCENT	AJAX	ON	CA	L1T3C2	
828682971RR0001	Edward Ndlovu Community Libraries	Registered	2015-07-15		C	21	70 HARRISON ST	TORONTO	ON	CA	M6J1Z9	
805002037RR0001	Edwin and Velma Raggett Foundation	Registered	2014-04-10		B	05	1402 - 1 KING ST W	HAMILTON	ON	CA	L8P1A4	
118894740RR0001	Eglinton Calvary Cross Church of the Apostolic Faith	Registered	2017-01-13		C	39	2528 EGLINGTON AVENUE WEST	TORONTO	ON	CA	M6M1T1	
800945008RR0001	Eglinton Sickle Cell Foundation	Registered	2015-08-21		A	03	1828 EGLINTON AVENUE WEST	TORONTO	ON	CA	M6E2H6	
800041121RR0001	Eglise Des Rachetes de Jesus-Christ	Registered	2015-09-30		C	36	500 CENTRAL AVE	FORT ERIE	ON	CA	L2A3V1	
132004458RR0001	Egmondville United Church	Registered	1967-01-01		C	44	105 KIPPEN RD	EGMONDVILLE	ON	CA	N0K1G0	
839881174RR0001	Egypt Cancer Network Canada	Registered	2015-04-24		C	11	3319 STALYBRIDGE DR	OAKVILLE	ON	CA	L6M0L1	
840139604RR0001	Egyptian Community Centre of Ontario	Registered	2011-04-28		C	60	50 HEATHCOTE AVENUE	NORTH YORK	ON	CA	M2L1Z1	
837571918RR0001	Ehatare Foundation	Registered	2010-12-17		A	03	40 OLD KINGSTON ROAD	TORONTO	ON	CA	M1E3J5	
832676050RR0001	Eitz Chaim Messianic Fellowship	Registered	2010-07-30		C	39	656 NELSON ST	LONDON	ON	CA	N5Z1J5	
856859848RR0001	Ekiti Kete Canada Inc. (Relief Services)	Registered	2010-10-15		C	09	2036 WESTON ROAD	WESTON	ON	CA	M9N1X4	
894891811RR0001	El Bethel Ministries in Christ	Registered	2000-06-29		C	39	19 DAVOS ROAD	VAUGHAN	ON	CA	L4H0P4	
836193227RR0001	El Bethel Miracle Gospel Church	Registered	2009-01-01		C	36	312 CORONATION DR	SCARBOROUGH	ON	CA	M1E2J8	
829121110RR0001	El Hogar Projects (Canada)	Registered	2011-04-27		C	01	454 HEATH ST E	TORONTO	ON	CA	M4G1B7	
831641097RR0001	El Roee Full Gospel Church	Registered	2008-10-18		C	39	205 - 1450 MIDLAND AVE	SCARBOROUGH	ON	CA	M1P4Z8	
826970196RR0001	El Sistema South London	Registered	2015-11-26		C	22	UNIT 5  455 HYDE PARK ROAD	LONDON	ON	CA	N6H3R9	
818565285RR0001	Eldee Community Church	Registered	2012-10-12		C	39	299 HIGHWAY 63,	ELDEE	ON	CA	P0H2J0	
889000790RR0001	Elder Abuse Ontario	Registered	1992-04-01		C	09	306 - 2 BILLINGHAM RD	ETOBICOKE	ON	CA	M9B6E1	
871074464RR0001	Elder Abuse Prevention Muskoka	Registered	2000-04-01		C	09	P.O. BOX 156	BRACEBRIDGE	ON	CA	P1L1T6	
807124813RR0001	Elder Technology Assistance Group	Registered	2013-01-01		C	20	16 WILBUR ST N	ACTON	ON	CA	L7J2C4	
834477184RR0001	Eldercare Foundation of Canada	Registered	2014-11-03		A	03	203 - 1327A WELLINGTON ST W	OTTAWA	ON	CA	K1Y3B6	
804057461RR0001	Elect of God Ministries Inc.	Registered	2012-10-09		C	39	409 - 245 FAIRVIEW MALL DR	NORTH YORK	ON	CA	M2J4T1	
825509482RR0001	Elevation Church Canada (Est 2012)	Registered	2012-07-10		C	39	E - 1980 MATHESON BLVD E	MISSISSAUGA	ON	CA	L4W5N3	
827845389RR0001	Elgin Community Mental Health Foundation	Registered	2015-05-01		A	13	110 CENTRE ST	ST THOMAS	ON	CA	N5R2Z9	
831990031RR0001	Eli's Place Residential Treatment and Transition Centre	Registered	2015-05-07		C	11	2 EDITH DRIVE                 SUITE 703	TORONTO	ON	CA	M4R2H7	
837687615RR0001	Elim Pentecostal Church	Registered	2008-10-01		C	39	12 YUKON LANE	BRAMPTON	ON	CA	L6P1L5	
828374314RR0001	Elimu Development Projects	Registered	2012-01-01		C	09	P.O. BOX 4765	OTTAWA	ON	CA	K1S5H9	
816596431RR0001	Elisha Prayer Healing House	Registered	2014-03-20		C	39	368 ELLERSLIE AVENUE	TORONTO	ON	CA	M2R1B9	
107294399RR0001	Elizabeth Fry Society Southern Ontario Region	Registered	1971-03-22		C	59	203 - 987 KING ST E	HAMILTON	ON	CA	L8M1C6	
805579232RR0001	Elliot Lake's Roundabout Exceptional Puppeteers	Registered	2015-05-06		C	59	6 MACFARLANE ROAD	ELLIOT LAKE	ON	CA	P5A1L1	
822624821RR0001	Elliott House	Registered	2009-04-01		C	57	RR2-15455 MUIRKIRK LINE	MUIRKIRK	ON	CA	N0L1X0	
769756891RR0001	Elmvale & District Food Bank	Registered	2017-02-06		C	09	35 QUEEN STREET WEST, UNIT B	ELMVALE	ON	CA	L0L1P0	
788634699RR0001	Elpida Autism Foundation	Registered	2017-03-13		B	13	78 HEATHERWOOD CRESCENT	UNIONVILLE	ON	CA	L3R8V5	
832050447RR0001	Els For Autism Canada	Registered	2013-02-12		C	11	65 ROBINHOOD DR	DUNDAS	ON	CA	L9H4G2	
807712708RR0001	Emajjin Children's Foundation	Registered	2014-06-01		A	03	372 DYSON RD	PICKERING	ON	CA	L1W2M9	
819024324RR0001	Eman Spirit Association	Registered	2016-01-01		C	60	812 LEACOCK WAY	LONDON	ON	CA	N6G5N4	
119288918RR1648	Embleton Congregation of Jehovah's Witnesses, Brampton, Ontario	Registered	2015-03-02		C	61	1644 CASABLANCA CIR	MISSISSAUGA	ON	CA	L5N8G2	
842153686RR0001	Embley Park Foundation	Registered	2011-11-14		B	03	2 BLOOR STREET EAST           SUITE 2102	TORONTO	ON	CA	M4W1A8	
827100280RR0001	Emerge Christian Ministries	Registered	2012-08-07		C	39	84 BURGOSA COURT	WOODBRIDGE	ON	CA	L4L5C7	
802278168RR0001	Emergency Care Motorcycle Unit	Registered	2015-10-15		C	11	7 - 211 STRABANE AVE	WINDSOR	ON	CA	N8Y2W6	
866975824RR0001	Emergency Support Committee for Refugees	Registered	1999-01-01		C	09	438 HUGHSON ST.NORTH	HAMILTON	ON	CA	L8L4N5	
119288918RR1538	Emery Village Congregation of Jehovah's Witnesses, Toronto, Ontario	Registered	2011-09-01		C	61	16 ARROW ROAD	NORTH YORK	ON	CA	M9M2L7	
817654288RR0001	Emmanuel Baptist Church	Registered	2012-03-19		C	31	1609 CHEEVERS CRESCENT	ORLEANS	ON	CA	K4A2J6	
815349782RR0001	Emmanuel Church (Pentecostal)	Registered	2015-08-11		C	36	2123 PARKWOOD AVE	WINDSOR	ON	CA	N8W2J8	
808151757RR0001	Emmanuel Faith Planters Mission	Registered	2009-02-16		C	39	255 DUNCAN MILL ROAD          SUITE #307	DON MILLS	ON	CA	M3B3H9	
835807058RR0001	Emmanuel Gospel Ministries Canada	Registered	2010-06-02		C	39	5 HEDGE END RD	SCARBOROUGH	ON	CA	M1B5Z4	
804936797RR0001	Emmanuel Grace	Registered	2015-06-24		C	39	1483 FOUR MILE CREEK RD.	NIAGARA ON THE LAKE	ON	CA	L0S1J0	
825984511RR0001	Emmanuel Life Management Center	Registered	2012-01-23		C	59	90 MARYCROFT COURT	BRAMPTON	ON	CA	L7A2G2	
848857918RR0001	Emmanuel Mission Church of the Nazarene	Registered	2010-10-14		C	39	21 PRINCE EDWARD BLVD	BRAMPTON	ON	CA	L6P2H6	
107425951RR0001	Emmanuel United Church	Registered	1967-01-01		C	44	534 GEORGE ST N	PETERBOROUGH	ON	CA	K9H3S2	
131909731RR0002	Emmaus Anglican Church, Sault Ste Marie	Registered	1967-01-01		C	30	1643 WELLINGTON ST EAST	SAULT STE MARIE	ON	CA	P6A2R8	
825250566RR0001	Emmaus Church	Registered	2009-04-09		C	36	881 DANFORTH PL	BURLINGTON	ON	CA	L7T1S1	
834238032RR0001	Emmaus Formation Centre	Registered	2014-01-01		C	49	1422 MIRAYA COURT	MISSISSAUGA	ON	CA	L5C2T5	
108122649RR0001	Emmaus Korean Methodist Church	Registered	2017-10-11		C	39	2750 DUFFERIN ST	NORTH YORK	ON	CA	M6B3R4	
812700979RR0001	Emo Food Bank and Thrift Shop	Registered	2014-09-03		C	09	PO BOX 38	EMO	ON	CA	P0W1E0	
755687720RR0001	Empathy for Peace L'Empathie pour la paix	Registered	2017-06-21		C	21	148 WALLACE AVENUE	TORONTO	ON	CA	M6H1T5	
131959132RR0001	Employment Help Centre	Registered	1986-08-20		C	59	4520 ONTARIO STREET, UNIT 11	BEAMSVILLE	ON	CA	L0R1B5	
756164323RR0001	Empowered By Love Ministries	Registered	2017-02-02		C	39	2730 SYLVAIN STREET,	ROCKLAND	ON	CA	K4K1S6	
843410283RR0001	Empowerment House of Worship	Registered	2014-01-28		B	39	11 DIGBY CRESCENT	MARKHAM	ON	CA	L3R7G6	
826900789RR0001	Empwr Foundation	Registered	2016-01-01		C	11	79 WELLINGTON STREET WEST     SUITE 3000	TORONTO	ON	CA	M5K1N2	
821007697RR0001	Emunah Bible Ministries	Registered	2009-07-23		C	39	15 VANSITTART AVE	WOODSTOCK	ON	CA	N4S6E1	
107304446RR0001	Emunah Canada	Registered	1967-01-01		C	09	302E - 4600 BATHURST ST	NORTH YORK	ON	CA	M2R3V3	
